Group;z_score
Negative;-0.0234704720034706
Negative;-0.418136275439159
Negative;-0.295302464800861
Negative;-0.420656685996573
Negative;0.00386622585228353
Negative;-0.180761047088356
Negative;-0.140127909152799
Negative;0.0510215282459991
Negative;-0.330072344903297
Negative;-0.0575117140821968
Negative;-0.0548819021116866
Negative;0.584771496494099
Negative;-0.647150955253341
Negative;-0.647150955253341
Negative;-0.55908702471748
Negative;-0.203510694288954
Negative;-0.0858070384644061
Negative;-0.122179601662429
Negative;0.310846941747644
Negative;0.0190617035716269
Negative;0.222295647759513
Negative;-0.11496583088527
Negative;0.168554797959929
Negative;-0.141500630865666
Negative;0.198601188445385
Negative;0.368379793100847
Negative;-0.140174558410214
Negative;-0.647150955253341
Negative;-0.442672840795915
Negative;-0.36993360352045
Negative;0.198655585121576
Negative;-0.0802696519596893
Negative;0.108050641677116
Negative;0.375702906234971
Negative;-0.560567725920829
Negative;-0.647150955253341
Negative;-0.031579677659678
Negative;-0.196107345097339
Negative;-0.159557511591069
Negative;0.0189981975912135
Negative;-0.141327076190334
Negative;-0.254043813954531
Negative;0.328753624753766
Negative;0.0433935610255481
Negative;-0.111279198417582
Negative;0.0728206109300926
Negative;0.126228489023167
Negative;-0.423749303198654
Negative;0.199933635852957
Negative;-0.481499831631835
Negative;-0.050249907332519
Negative;-0.442672840795915
Negative;-0.0300652150008774
Negative;0.0835123434432018
Negative;-0.197255033941886
Negative;-0.262693074724379
Negative;-0.313341017075239
Negative;0.00483943728902839
Negative;-0.0291614606964938
Negative;-0.00252404640522256
Negative;-0.423749303198654
Negative;-0.647150955253341
Negative;0.361336676881134
Negative;-0.184095402872395
Negative;-0.423749303198654
Negative;0.121611063133227
Negative;0.00866661625705573
Negative;-0.195810838007721
Negative;-0.269892901570573
Negative;0.0393571347752389
Negative;-0.55908702471748
Negative;0.132449063287347
Negative;0.0965137763056946
Negative;-0.545105157744469
Negative;-0.280905103755787
Negative;-0.472503795384967
Negative;0.0982024142402871
Negative;0.0181828134161817
Negative;0.427420538201792
Negative;0.129263629882701
Negative;-0.331553046106647
Negative;-0.331553046106647
Negative;0.254434437281582
Negative;0.496341684772973
Negative;0.0892241343231455
Negative;-0.0197036891872823
Negative;-0.370341756004516
Negative;-0.0306008646125644
Negative;-0.0729536972225619
Negative;0.0189227226329663
Negative;0.0901791776166932
Negative;-0.0899393650205513
Negative;-0.472503795384967
Negative;-0.12883417280177
Negative;0.0397189981434896
Negative;0.321804371577422
Negative;-0.190602296828326
Negative;-0.208719235468349
Negative;-0.161038212794418
Negative;-0.158071293117489
Negative;0.229215843332388
Negative;-0.24910214333028
Negative;-0.24910214333028
Negative;-0.235560791183931
Negative;-0.283874768543583
Negative;-0.370457997876095
Negative;-0.230879970310642
Negative;-0.0314194063978547
Negative;-0.00471871341267623
Negative;0.273866123800167
Negative;1.0800535942997
Negative;-0.283874768543583
Negative;0.0819583339927744
Negative;-0.0485812759257986
Negative;-0.318943900846503
Negative;0.104941109445687
Negative;-0.0128065083198875
Negative;-0.203395871603671
Negative;0.0467666494187551
Negative;0.0903273837268719
Negative;0.00458450956193558
Negative;-0.231746124989374
Negative;0.0683933706117994
Negative;0.143218935906496
Negative;0.462244395202511
Negative;-0.405527130179016
Negative;0.0597209841690989
Negative;-0.0618575075958183
Negative;-0.55908702471748
Negative;-0.356089611463403
Negative;-0.560567725920829
Negative;-0.313341017075239
Negative;-0.197588046300688
Negative;0.287105633807908
Negative;-0.216895012691219
Negative;-0.442672840795915
Negative;-0.317463199643154
Negative;-0.55908702471748
Negative;-0.198884213674515
Negative;0.156550417346388
Negative;-0.303481332670144
Negative;-0.115760547168416
Negative;-0.0643178885344104
Negative;-0.277185526160838
Negative;-0.358046991984244
Negative;-0.143702906704796
Negative;-0.0484715177334373
Negative;-0.268295958495644
Negative;-0.156854391373481
Negative;0.248712272843402
Negative;-0.419508997152026
Negative;-0.560567725920829
Negative;-0.545105157744469
Negative;-0.178867568628012
Negative;0.0223526864654536
Negative;-0.507572927687888
Negative;-0.197588046300688
Negative;-0.130314874005119
Negative;-0.0464469959076884
Negative;0.354577412584902
Negative;-0.507572927687888
Negative;-0.0142005848833861
Negative;-0.647150955253341
Negative;-0.397348262309733
Negative;-0.423749303198654
Negative;-0.507572927687888
Negative;-0.506200205975021
Negative;-0.531672365928197
Negative;-0.55908702471748
Negative;-0.647150955253341
Negative;-0.40408110021907
Negative;-0.560567725920829
Negative;-0.0975121735398824
Negative;-0.219721434063195
Negative;-0.25777023474428
Negative;-0.201435535161272
Negative;-0.238581245778171
Negative;-0.191975018541193
Negative;-0.457041227208607
Negative;0.0548175260767087
Negative;0.09234975613329
Negative;-0.457041227208607
Negative;0.0111116889730759
Negative;-0.560567725920829
Negative;-0.112300984342003
Negative;-0.306532894954652
Negative;-0.234080089980581
Negative;-0.507572927687888
Negative;-0.331445066616165
Negative;-0.507572927687888
Negative;-0.358046991984244
Negative;-0.410207951052304
Negative;-0.30833337296681
Negative;0.0134892981894178
Negative;-0.235560791183931
Negative;-0.246342538487002
Negative;0.0860742018479657
Negative;0.0947531142134413
Negative;0.0526273956041169
Negative;-0.331553046106647
Negative;-0.282394067340234
Negative;-0.310765032977221
Negative;-0.120655304932487
Negative;0.404261316283149
Negative;-0.0130770435274256
Negative;0.00743517476366741
Negative;0.162488020739131
Negative;-0.242008414367436
Negative;-0.134645339929556
Negative;-0.139983329109848
Negative;0.220117299207901
Negative;0.0540683012236092
Negative;-0.0991129764050789
Negative;-0.219229891453949
Negative;0.182006195433596
Negative;-0.55908702471748
Negative;-0.330072344903297
Negative;0.461493418282603
Negative;-0.1808973449881
Negative;-0.196107345097339
Negative;-0.647150955253341
Negative;0.191199118597461
Negative;-0.507572927687888
Negative;-0.3652494566967
Negative;-0.354608910260053
Negative;-0.0841243964365
Negative;-0.0495564571586203
Negative;-0.55908702471748
Negative;-0.21965770818091
Negative;-0.399924246407751
Negative;-0.279705936718253
Negative;-0.419508997152026
Negative;-0.270629923486851
Negative;0.032705537153423
Negative;-0.111539055225783
Negative;-0.472503795384967
Negative;0.128030715901922
Negative;-0.00284942103610208
Negative;-0.215417402134282
Negative;-0.197588046300688
Negative;0.332083023050809
Negative;-0.340549082353514
Negative;-0.245727991962384
Negative;-0.14281603977478
Negative;-0.506200205975021
Negative;0.395950391566416
Negative;-0.0203867157165816
Negative;-0.647150955253341
Negative;-0.647150955253341
Negative;-0.55908702471748
Negative;-0.0899393650205513
Negative;-0.211715662145626
Negative;-0.1803249396845
Negative;0.00943027988035066
Negative;-0.215138862185082
Negative;-0.506200205975021
Negative;-0.168692686308056
Negative;-0.419616976642508
Negative;-0.506200205975021
Negative;-0.387401267255804
Negative;0.0815178191661132
Negative;-0.473984496588317
Negative;-0.545105157744469
Negative;-0.190494317337844
Negative;-0.545105157744469
Negative;-0.382959163645756
Negative;-0.366622178409567
Negative;-0.421855853034107
Negative;-0.506200205975021
Negative;-0.355544504856474
Negative;-0.55908702471748
Negative;-0.506200205975021
Negative;-0.55908702471748
Negative;-0.647150955253341
Negative;-0.55908702471748
Negative;-0.647150955253341
Negative;-0.301722091517594
Negative;-0.423749303198654
Negative;0.122756735926769
Negative;-0.423749303198654
Negative;-0.506200205975021
Negative;0.141305872664596
Negative;-0.647150955253341
Negative;-0.647150955253341
Negative;-0.55908702471748
Negative;-0.229399269107292
Negative;-0.239130320934909
Negative;-0.244969816774134
Negative;-0.127074931649221
Negative;-0.471023094181618
Negative;-0.366622178409567
Negative;-0.2841712756332
Negative;-0.297856635516593
Negative;-0.55908702471748
Negative;-0.55908702471748
Negative;-0.0202812943286183
Negative;-0.418136275439159
Negative;-0.55908702471748
Negative;-0.55908702471748
Negative;-0.55908702471748
Negative;-0.382959163645756
Negative;-0.366622178409567
Negative;-0.335685372662792
Negative;-0.330072344903297
Negative;-0.204883416001821
Negative;-0.0922314924072692
Negative;-0.342499809496103
Negative;-0.258973497129431
Negative;-0.55908702471748
Negative;-0.256397513031412
Negative;-0.55908702471748
Negative;-0.418136275439159
Negative;-0.418136275439159
Negative;-0.418136275439159
Negative;-0.278558247873706
Negative;-0.55908702471748
Negative;-0.55908702471748
Negative;-0.354995429699735
Negative;-0.397348262309733
Negative;-0.55908702471748
Negative;-0.55908702471748
Negative;-0.260117090626361
Negative;0.175614580036846
Negative;-0.472503795384967
Negative;-0.472503795384967
Negative;-0.472503795384967
Negative;-0.222701102441359
Negative;0.138379119508865
Negative;-0.281411670789922
Negative;-0.420989698355375
Negative;0.125889478514805
Negative;-0.384439864849106
Negative;-0.420989698355375
Negative;-0.0370424022898624
Negative;-0.0358492838929413
Negative;-0.180348269831362
Negative;-0.282394067340234
Negative;-0.254043813954531
Negative;-0.203395871603671
Negative;0.00270429403203204
Negative;-0.418136275439159
Negative;-0.139962616858564
Negative;0.220117299207901
Negative;-0.331445066616165
Negative;-0.00506541016639911
Negative;0.526857607500227
Negative;-0.420989698355375
Negative;0.0160257041901568
Negative;-0.171187005411767
Negative;-0.175139728651967
Negative;0.785698911297184
Negative;-0.0452927529141296
Negative;0.611703485291846
Negative;-0.258973497129431
Negative;-0.211715662145626
Negative;-0.124998353335242
Negative;-0.104777242684064
Negative;-0.00747831825595429
Negative;-0.206256137714688
Negative;0.0110768671224858
Negative;0.0620784895478087
Negative;-0.0147736879570871
Negative;-0.16679923614351
Negative;-0.252563112751181
Negative;0.303141694691857
Negative;0.370280913150017
Negative;-0.345834165280141
Negative;-0.1803249396845
Negative;-0.294895233109895
Negative;-0.331445066616165
Negative;-0.419508997152026
Negative;0.0464357959723186
Negative;-0.418136275439159
Negative;-0.225277086539377
Negative;-0.0586522364833239
Negative;-0.0945020624151278
Negative;-0.0899393650205513
Negative;0.0792977072871772
Negative;0.0105206489551481
Negative;-0.397348262309733
Negative;-0.0690249660313158
Negative;-0.220206783337648
Negative;-0.471023094181618
Negative;-0.178867568628012
Negative;-0.399924246407751
Negative;-0.0515230800179456
Negative;-0.264576380900695
Negative;-0.335685372662792
Negative;-0.278666227364188
Negative;-0.647150955253341
Negative;0.46832226635625
Negative;-0.472503795384967
Negative;-0.405527130179016
Negative;-0.330072344903297
Negative;-0.190494317337844
Negative;-0.11496583088527
Negative;0.0381131307853718
Negative;-0.162144063952141
Negative;-0.399924246407751
Negative;-0.25777023474428
Negative;0.0381131307853718
Negative;-0.301722091517594
Negative;0.159035313699326
Negative;-0.0273314055152964
Negative;-0.133156470702148
Negative;-0.10357807564653
Negative;-0.301722091517594
Negative;-0.254043813954531
Negative;0.444422925825504
Negative;-0.269983061448382
Negative;-0.207238534264999
Negative;-0.419508997152026
Negative;0.00441530100902152
Negative;0.056647581257906
Negative;-0.110390270443558
Negative;-0.399924246407751
Negative;-0.366622178409567
Negative;-0.14429674097813
Negative;0.0173984259030239
Negative;-0.0843263372610568
Negative;-0.280038949077055
Negative;-0.191975018541193
Negative;-0.104019067495814
Negative;-0.26950638213089
Negative;-0.00502653353299276
Negative;-0.0454510631391968
Negative;-0.310765032977221
Negative;0.0200946906317371
Negative;-0.0589924152855461
Negative;0.592966430478162
Negative;0.255113123263743
Negative;-0.318943900846503
Negative;0.222511888326595
Negative;-0.0951294998306192
Negative;-0.194330136804372
Negative;-0.160647277215507
Negative;0.000695723414073045
Negative;0.276165680362404
Negative;0.402199020483921
Negative;-0.278558247873706
Negative;0.532550999316826
Negative;-0.076446721592258
Negative;0.610824501267992
Negative;0.343067850794019
Negative;0.0905227634318739
Negative;-0.647150955253341
Negative;-0.248689394369083
Negative;-0.545105157744469
Negative;-0.278666227364188
Negative;-0.00955622249450301
Negative;-0.382959163645756
Negative;0.362461874772518
Negative;-0.458521928411957
Negative;-0.506200205975021
Negative;0.241194088952694
Negative;0.166691527873087
Negative;-0.367994900122434
Negative;-0.176522594353064
Negative;-0.0745013240993657
Negative;-0.509919783569969
Negative;0.0939555303352912
Negative;-0.212004968656603
Negative;0.114174043379478
Negative;-0.330072344903297
Negative;-0.331553046106647
Negative;-0.266931499163874
Negative;-0.0971164757846875
Negative;-0.423749303198654
Negative;-0.282385804959136
Negative;-0.105998368982398
Negative;-0.326754934506394
Negative;-0.367994900122434
Negative;-0.280400696212881
Negative;0.121183461431351
Negative;-0.278666227364188
Negative;-0.144404720468612
Negative;-0.159144762629872
Negative;-0.321290756728585
Negative;0.219075888436186
Negative;-0.647150955253341
Negative;0.0819583339927744
Negative;-0.356089611463403
Negative;-0.647150955253341
Negative;-0.379017974341329
Negative;-0.507572927687888
Negative;-0.405527130179016
Negative;-0.0473605804813968
Negative;-0.260759460842916
Negative;-0.506200205975021
Negative;-0.159867288644972
Negative;-0.305511109030231
Negative;-0.472503795384967
Negative;-0.280905103755787
Negative;-0.472503795384967
Negative;-0.472503795384967
Negative;-0.217096242705923
Negative;0.221045813184252
Negative;-0.20448709744578
Negative;0.00437601314016434
Negative;-0.195832651390007
Negative;-0.258917923588827
Negative;-0.354608910260053
Negative;-0.0304562214758322
Negative;-0.215417402134282
Negative;-0.418136275439159
Negative;0.376833016225512
Negative;-0.55908702471748
Negative;-0.340627043287043
Negative;-0.0589791806509036
Negative;-0.28107865843112
Negative;-0.172515271139941
Negative;0.722241263031981
Negative;-0.368977296672746
Negative;-0.647150955253341
Negative;-0.367994900122434
Negative;-0.0713841796421112
Negative;-0.382959163645756
Negative;-0.196107345097339
Negative;-0.647150955253341
Negative;-0.399924246407751
Negative;0.269828102628997
Negative;-0.0983824370733898
Negative;0.146147698622808
Negative;-0.531672365928197
Negative;-0.55908702471748
Negative;-0.330072344903297
Negative;0.239304822421181
Negative;-0.442672840795915
Negative;-0.383892523681698
Negative;-0.55908702471748
Negative;-0.647150955253341
Negative;-0.647150955253341
Negative;-0.18339983211587
Negative;-0.647150955253341
Negative;-0.204372033539272
Negative;-0.278558247873706
Negative;-0.258973497129431
Negative;-0.303094813230462
Negative;-0.168692686308056
Negative;-0.423749303198654
Negative;-0.193455719744543
Negative;-0.509919783569969
Negative;-0.471023094181618
Negative;-0.342499809496103
Negative;-0.303094813230462
Negative;-0.227044150844114
Negative;-0.471023094181618
Negative;-0.55908702471748
Negative;-0.131207258205366
Negative;-0.55908702471748
Negative;-0.55908702471748
Negative;-0.0156201085501445
Negative;-0.366622178409567
Negative;-0.507572927687888
Negative;-0.55908702471748
Negative;-0.385920566052455
Negative;-0.304030407826882
Negative;-0.370341756004516
Negative;0.0953588230169112
Negative;-0.55908702471748
Negative;-0.55908702471748
Negative;-0.55908702471748
Negative;-0.55908702471748
Negative;-0.442672840795915
Negative;-0.281411670789922
Negative;-0.216511583897949
Negative;-0.193805742448727
Negative;-0.28107865843112
Negative;0.00391302780617493
Negative;-0.284445657082607
Negative;0.527587379978141
Negative;-0.258973497129431
Negative;1.3488940702952
Negative;0.328447353280642
Negative;-0.0574911290462022
Negative;-0.227044150844114
Negative;0.300259378669816
Negative;2.08614448732704
Negative;0.714656652665863
Negative;0.571441169039979
Negative;0.0344438654161405
Negative;-0.162144063952141
Negative;-0.0253076740895485
Negative;-0.418136275439159
Negative;-0.471023094181618
Negative;-0.0554309772684247
Negative;0.235333191790453
Negative;-0.245727991962384
Negative;-0.240454011987231
Negative;-0.170909566593569
Negative;0.288784853052704
Negative;-0.301722091517594
Negative;0.0783937402549164
Negative;-0.111565561518969
Negative;-0.24762144212693
Negative;-0.160771342239274
Negative;-0.103488897798749
Negative;0.76253793162694
Negative;-0.279705936718253
Negative;-0.471023094181618
Negative;-0.0766005439736937
Negative;-0.015222304751346
Negative;-0.188551818501737
Negative;-0.0861042131954668
Negative;-0.0279416097034734
Negative;-0.368977296672746
Negative;-0.176848685874597
Negative;-0.159557511591069
Negative;-0.166941631839205
Negative;-0.136070967896088
Negative;-0.267480574320612
Negative;0.196770405680742
Negative;-0.030097055292914
Negative;-0.131791265495739
Negative;0.0674715519649178
Negative;-0.088458663817202
Negative;-0.123651731609765
Negative;0.354323730574751
Negative;-0.423749303198654
Negative;-0.356089611463403
Negative;0.105052812682044
Negative;0.17696887180231
Negative;-0.305160173241785
Negative;-0.55908702471748
Negative;-0.330072344903297
Negative;0.419869117574136
Negative;-0.088458663817202
Negative;-0.278558247873706
Negative;-0.068863769084697
Negative;-0.22507049302837
Negative;-0.0538776921790893
Negative;-0.259643607079383
Negative;-0.647150955253341
Negative;-0.255005562375067
Negative;-0.384439864849106
Negative;-0.0727074117034124
Negative;-0.294895233109895
Negative;-0.25251631079729
Negative;-0.302108610957277
Negative;-0.240065915531329
Negative;-0.205729836594878
Negative;-0.110671804609373
Negative;-0.138957289635097
Negative;-0.14322052635488
Negative;-0.399924246407751
Negative;-0.506200205975021
Negative;0.136325664876367
Negative;0.0359999519189238
Negative;-0.278558247873706
Negative;0.172616577077679
Negative;-0.321275688962821
Negative;0.0216893788811321
Negative;0.140400867690975
Negative;-0.245727991962384
Negative;0.532081780196038
Negative;-0.382959163645756
Negative;0.415412770786416
Negative;-0.458521928411957
Negative;0.13090348452173
Negative;-0.278666227364188
Negative;-0.279705936718253
Negative;-0.079693161175774
Negative;-0.0565293175318852
Negative;-0.442672840795915
Negative;-0.301722091517594
Negative;0.0812476117308349
Negative;-0.0404917023167083
Negative;-0.506200205975021
Negative;-0.258973497129431
Negative;-0.55908702471748
Negative;-0.297878448898879
Negative;-0.057952228908858
Negative;-0.115262242515378
Negative;-0.545105157744469
Negative;0.16579562697998
Negative;0.0506322389657885
Negative;-0.55908702471748
Negative;-0.0960314723365331
Negative;-0.183592944693035
Negative;0.557307561063444
Negative;-0.170909566593569
Negative;-0.0233627071805758
Negative;-0.367994900122434
Negative;0.0249452090389855
Negative;-0.034368582689592
Negative;-0.252377386994758
Negative;-0.423749303198654
Negative;-0.136440759237436
Negative;0.0634146107082066
Negative;-0.197255033941886
Negative;-0.114132774030275
Negative;-0.213658160981733
Negative;-0.507572927687888
Negative;-0.209814518363018
Negative;-0.165423591513135
Negative;-0.419508997152026
Negative;-0.458521928411957
Negative;-0.55908702471748
Negative;-0.0605240737518084
Negative;-0.420989698355375
Negative;-0.278558247873706
Negative;-0.423749303198654
Negative;-0.472503795384967
Negative;-0.157066157500096
Negative;-0.204883416001821
Negative;-0.416193776603052
Negative;-0.55908702471748
Negative;-0.419508997152026
Negative;0.0197032011432516
Negative;-0.404154408466149
Negative;-0.418136275439159
Negative;-0.442672840795915
Negative;-0.647150955253341
Negative;0.335409089780428
Negative;-0.366622178409567
Negative;-0.506200205975021
Negative;-0.55908702471748
Negative;-0.172687442527979
Negative;-0.00727197104414663
Negative;-0.560567725920829
Negative;-0.335685372662792
Negative;-0.55908702471748
Negative;-0.457041227208607
Negative;-0.507572927687888
Negative;-0.335685372662792
Negative;-0.252377386994758
Negative;-0.342499809496103
Negative;-0.174629144188518
Negative;-0.212004968656603
Negative;-0.246009526128199
Negative;-0.159557511591069
Negative;-0.55908702471748
Negative;-0.366622178409567
Negative;0.311306107644472
Negative;-0.041699791927989
Negative;-0.277185526160838
Negative;-0.507572927687888
Negative;-0.419508997152026
Negative;-0.55908702471748
Negative;-0.442672840795915
Negative;-0.55908702471748
Negative;-0.442672840795915
Negative;-0.55908702471748
Negative;-0.55908702471748
Negative;-0.419508997152026
Negative;-0.55908702471748
Negative;-0.211715662145626
Negative;-0.354995429699735
Negative;-0.132227325277373
Negative;0.0348522630743766
Negative;-0.471023094181618
Negative;-0.472503795384967
Negative;-0.335685372662792
Negative;-0.471023094181618
Negative;-0.335685372662792
Negative;0.0229280014272103
Negative;-0.26950638213089
Negative;0.0748136477670175
Negative;-0.233110584321144
Negative;-0.370341756004516
Negative;-0.442672840795915
Negative;-0.196107345097339
Negative;-0.507572927687888
Negative;-0.507572927687888
Negative;-0.208472275039206
Negative;-0.189121595624977
Negative;-0.442672840795915
HIV-2 avir;0.52284311415627
HIV-2 avir;0.222097908286995
HIV-2 avir;0.0232848432193039
HIV-2 avir;0.952775571731657
HIV-2 avir;0.152964276777965
HIV-2 avir;0.325917402850101
HIV-2 avir;0.077385492609968
HIV-2 avir;-0.243489115570785
HIV-2 avir;0.0472372036442635
HIV-2 avir;0.24929921102509
HIV-2 avir;-0.0574911290462022
HIV-2 avir;0.0732902425787745
HIV-2 avir;-0.0239349523766814
HIV-2 avir;0.10369610980661
HIV-2 avir;-0.184544322269792
HIV-2 avir;-0.279705936718253
HIV-2 avir;0.191650251286907
HIV-2 avir;-0.0466654746269967
HIV-2 avir;0.512645136958924
HIV-2 avir;-0.301722091517594
HIV-2 avir;-0.471023094181618
HIV-2 avir;0.394778645720633
HIV-2 avir;0.137720999450091
HIV-2 avir;0.319381620308531
HIV-2 avir;-0.131657503527334
HIV-2 avir;1.20562679157005
HIV-2 avir;0.436006487825613
HIV-2 avir;-0.0188085598761689
HIV-2 avir;-0.117184093945077
HIV-2 avir;0.027101590502249
HIV-2 avir;-0.172053160090499
HIV-2 avir;0.131664653926595
HIV-2 avir;0.167762675885753
HIV-2 avir;0.06767721481928
HIV-2 avir;0.155110089614657
HIV-2 avir;0.212001975067634
HIV-2 avir;0.185779605805282
HIV-2 avir;-0.230763728439062
HIV-2 avir;-0.0439620995547503
HIV-2 avir;-0.0742029945914961
HIV-2 avir;0.0572628318826232
HIV-2 avir;0.812772160572788
HIV-2 avir;-0.331553046106647
HIV-2 avir;0.501938860616049
HIV-2 avir;0.066557404669437
HIV-2 avir;0.183475641380903
HIV-2 avir;0.113919345448309
HIV-2 avir;0.0959844545739814
HIV-2 avir;-0.0476010692234169
HIV-2 avir;-0.0325149281089031
HIV-2 avir;-0.471023094181618
HIV-2 avir;0.118621664259757
HIV-2 avir;-0.0325149281089031
HIV-2 avir;-0.156854391373481
HIV-2 avir;-0.0130046476881792
HIV-2 avir;-0.334406469022863
HIV-2 avir;0.389009222532621
HIV-2 avir;0.0449192769417874
HIV-2 avir;0.183016603303891
HIV-2 avir;0.153319568946234
HIV-2 avir;-0.182953403749616
HIV-2 avir;0.0375014589057461
HIV-2 avir;0.450329444641967
HIV-2 avir;-0.258973497129431
HIV-2 avir;-0.55908702471748
HIV-2 avir;-0.252949632190864
HIV-2 avir;0.401049763576142
HIV-2 avir;-0.0679692399041245
HIV-2 avir;0.784709455306412
HIV-2 avir;-0.00736207638437474
HIV-2 avir;0.118644994406618
HIV-2 avir;-0.443059360235597
HIV-2 avir;0.00718657524635545
HIV-2 avir;-0.145575644618058
HIV-2 avir;-0.55908702471748
HIV-2 avir;-0.264576380900695
HIV-2 avir;-0.318943900846503
HIV-2 avir;-0.034368582689592
HIV-2 avir;-0.131207258205366
HIV-2 avir;-0.418136275439159
HIV-2 avir;-0.228026547394425
HIV-2 avir;-0.225671429131247
HIV-2 avir;0.0544748199302797
HIV-2 avir;-0.366622178409567
HIV-2 avir;-0.176620429855316
HIV-2 avir;0.0359728878951246
HIV-2 avir;0.0969596750911887
HIV-2 avir;0.0219023910111302
HIV-2 avir;-0.323673430437848
HIV-2 avir;-0.335272623701595
HIV-2 avir;-0.156927699620559
HIV-2 avir;0.36032862286873
HIV-2 avir;-0.419616976642508
HIV-2 avir;-0.55908702471748
HIV-2 avir;-0.443608435392335
HIV-2 avir;0.0192084238322619
HIV-2 avir;-0.23363957515392
HIV-2 avir;-0.0623754237729191
HIV-2 avir;0.399982968388183
HIV-2 avir;-0.0586522364833239
HIV-2 avir;0.137881596266169
HIV-2 avir;-0.366622178409567
HIV-2 avir;-0.277185526160838
HIV-2 avir;0.198559573814567
HIV-2 avir;0.104549645117774
HIV-2 avir;0.170047272789158
HIV-2 avir;0.361771193668717
HIV-2 avir;-0.473984496588317
HIV-2 avir;-0.0152433196057691
HIV-2 avir;0.544626151255087
HIV-2 avir;-0.545105157744469
HIV-2 avir;0.34463704275167
HIV-2 avir;-0.287192911533556
HIV-2 avir;0.217094734970803
HIV-2 avir;-0.177993151568183
HIV-2 avir;-0.0958166302412225
HIV-2 avir;-0.109249422057495
HIV-2 avir;0.480221479808804
HIV-2 avir;-0.24762144212693
HIV-2 avir;0.295154310742627
HIV-2 avir;-0.330072344903297
HIV-2 avir;-0.0273314055152964
HIV-2 avir;0.240649821662026
HIV-2 avir;-0.322144020516443
HIV-2 avir;0.0999823676441204
HIV-2 avir;1.0553096907181
HIV-2 avir;0.135249639315333
HIV-2 avir;-0.1698142836989
HIV-2 avir;-0.211295219566367
HIV-2 avir;-0.254043813954531
HIV-2 avir;-0.186025023473142
HIV-2 avir;-0.232360671513991
HIV-2 avir;0.268662156951595
HIV-2 avir;0.193878752941278
HIV-2 avir;-0.000723426698689701
HIV-2 avir;-0.0769522415627857
HIV-2 avir;-0.119672908382176
HIV-2 avir;-0.147496860648069
HIV-2 avir;0.000700549613328441
